popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month_name,release_month_num,release_quarter,profit,profit%
0.193823,Rushlights,Beau Bridges|Aidan Quinn|Josh Henderson|Haley Webb|Jordan Bridges,Antoni Stutz,96,Crime|Drama|Romance,unknown,2013-06-21,12,4.5,2013,0.0,0.0,June,6,summer,0.0,0.0
0.166867,Social Nightmare,Daryl Hannah|Kirsten Prout|Chloe Bridges|Brandon Smith|Brittania Carraway,Mark Quod,91,Drama|Mystery,The Asylum,2013-08-31,13,4.9,2013,0.0,0.0,August,8,summer,0.0,0.0
0.166085999999999,Gerontophilia,Pier-Gabriel Lajoie|Walter Borden|Katie Boland|Marie-HÃ©lÃ¨ne Thibault|Nastassia Markiewicz,Bruce LaBruce,90,Romance|Comedy,New Real Films|1976 Productions,2013-08-28,16,6.1,2013,0.0,4486.40785968485,August,8,summer,4486.40785968485,100.0
0.165783,Chce siÄ™ Å¼yÄ‡,Dawid Ogrodnik|Arkadiusz Jakubik|Kamil Tkacz|Dorota Kolak|Anna Nehrebecka,Maciej Pieprzyca,107,Drama,MFA Filmdistribution|Polski Instytut Sztuki Filmowej|Silesia Film (coprodukcja)|Agencja Filmowa Telewizji Polskiej (coprodukcja),2013-10-11,13,7.3,2013,932775.020639535,0.0,October,10,autumn,-932775.020639535,-inf
0.165765,The Food Guide to Love,Richard Coyle|Leonor Watling|GinÃ©s GarcÃ­a MillÃ¡n|Simon Delaney|Bronagh Gallagher,Dominic Harari|Teresa Pelegri,0,Romance|Comedy,Haut et Court|Parallel Film Productions|Fox International Productions (FIP),2013-12-18,12,5.6,2013,0.0,0.0,December,12,winter,0.0,0.0
0.164709,The Missing Picture,Randal Douc,Rithy Panh,95,Documentary,unknown,2013-05-18,15,5.8,2013,0.0,48827.2438123515,May,5,spring,48827.2438123515,100.0
0.164484,Terms and Conditions May Apply,Leigh Bryan|Raymond Kurzweil|Joe Lipari|Moby|Max Schrem,Cullen Hoback,79,Documentary,unknown,2013-07-12,52,6.7,2013,0.0,0.0,July,7,summer,0.0,0.0
0.107333,Tropico,Lana Del Rey|Shaun Ross,Anthony Mandler,27,Music|Drama|Fantasy|Romance,unknown,2013-12-05,24,8.4,2013,0.0,0.0,December,12,winter,0.0,0.0
0.085656,Dear Mr. Watterson,Seth Green|Berkeley Breathed|Stephan Pastis|Bill Amend|Jef Mallett,Joel Allen Schroeder,89,Documentary,unknown,2013-11-15,13,5.7,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.162886,Beneath,Brent Briscoe|Kurt Caceres|Eric Etebari|Jeff Fahey|Joey Kern,Ben Ketai,89,Horror,Revolver Picture Company|Elevative Entertainment,2013-10-08,31,4.8,2013,83.3069683938978,0.0,October,10,autumn,-83.3069683938978,-inf
0.161976,Chilling Visions: 5 Senses of Fear,Symba|Nicholas Tucci|Danae Nason|J.P. Valenti|Hilary Greer,Eric England|Nick Everhart|Emily Hagins|Jesse Holland|Miko Hughes|Andy Mitton,88,Horror,Chiller Films|Synthetic Cinema International,2013-05-15,12,4.7,2013,0.0,0.0,May,5,spring,0.0,0.0
0.35145,Crystal Fairy & the Magical Cactus,Michael Cera|Gaby Hoffmann|Juan AndrÃ©s Silva|JosÃ© Miguel Silva|AgustÃ­n Silva,SebastiÃ¡n Silva,98,Comedy|Adventure,FÃ¡bula|Diroriro,2013-07-12,39,5.9,2013,0.0,0.0,July,7,summer,0.0,0.0
0.282226,Open Road,Camilla Belle|Andy GarcÃ­a|Colin Egglesfield|Juliette Lewis|Christiane Torloni,MÃ¡rcio Garcia,85,Action|Drama|Thriller,Society Entertainment|BB Film Productions|Marcio Garcia Producoes,2013-04-12,11,5.9,2013,2808100.05822127,0.0,April,4,spring,-2808100.05822127,-inf
0.159291,Age of Dinosaurs,Treat Williams|Ronny Cox|Jillian Rose Reed|Joshua Michael Allen|Max Aria,Joseph J. Lawson,88,Action|Science Fiction,The Global Asylum,2013-05-11,17,4.4,2013,0.0,0.0,May,5,spring,0.0,0.0
0.184574,500 MPH Storm,Casper Van Dien|Sarah Lieving|Michael Beach|Bryan Head|Keith Meriweather,Daniel Lusko,90,Action|Science Fiction,unknown,2013-02-28,13,3.1,2013,2808100.05822127,0.0,February,2,winter,-2808100.05822127,-inf
0.15234,A Haunting at Silver Falls,Steve Bacic|Tara Westwood|Tadhg Kelly|James Cavlo|Alix Elizabeth Gitter,Brett Donowho,84,Horror|Thriller,Enderby Entertainment|Tony-Seven Films,2013-05-28,14,4.9,2013,0.0,0.0,May,5,spring,0.0,0.0
0.411515,Nothing Left to Fear,Clancy Brown|James Tupper|Anne Heche|Ethan Peck|Jennifer Stone,Anthony Leonardi III,100,Horror,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.,2013-09-26,39,4.6,2013,2808100.05822127,1568212.4945476,September,9,autumn,-1239887.56367367,-79.06374729091509
0.109305,Hansel & Gretel: Warriors of Witchcraft,Booboo Stewart|Fivel Stewart|Vanessa Angel|Cherie Currie|Niclas Gillis,David DeCoteau,83,Thriller|Horror,Rapid Heart Pictures,2013-01-22,12,2.8,2013,0.0,0.0,January,1,winter,0.0,0.0
0.073357,The Cheshire Murders,Marilyn Bartoli|Deb Biggins|Michael Daluz|Jeremiah Donovan|Bob Farr,Kate Davis|David Heilbroner,115,Documentary,HBO Documentary Films,2013-07-22,12,5.3,2013,0.0,0.0,July,7,summer,0.0,0.0
0.147641,Swindle,Jennette McCurdy|Noah Crawford|Noah Munck|Ariana Grande|Ciara Bravo,Jonathan Judge,90,Adventure|Comedy,Nickelodeon Productions,2013-08-23,29,6.6,2013,0.0,0.0,August,8,summer,0.0,0.0
0.147531,Absolute Deception,Cuba Gooding Jr.|Emmanuelle Vaugier|Evert McQueen|Ty Hungerford|Jeff Gannon,Brian Trenchard-Smith,92,Action,Limelight International Media Entertainment|Voltage Pictures|ARO Entertainment|Odyssey Media,2013-06-10,14,4.4,2013,4680166.76370212,0.0,June,6,summer,-4680166.76370212,-inf
0.147188,Go Goa Gone,Saif Ali Khan|Anand Tiwari|Vir Das|Pooja Gupta,Krishna D.K.|Raj Nidimoru,0,Comedy|Horror,Eros International,2013-05-10,16,5.3,2013,0.0,0.0,May,5,spring,0.0,0.0
0.145455,Spiders,Patrick Muldoon|Christa Campbell|Shelly Varod|Jon Mack|Misha Dibono,Tibor TakÃ¡cs,89,Science Fiction|Thriller,Nu Image Entertainment,2013-02-08,17,3.6,2013,6552233.46918297,0.0,February,2,winter,-6552233.46918297,-inf
0.145114,Zombie Massacre,Christian Boeving|Mike Mitchell|Tara Cardinal|Ivy Corbin|Carl Wharton,Marco Ristori,90,Action|Horror,unknown,2013-06-06,14,2.9,2013,936033.352740424,0.0,June,6,summer,-936033.352740424,-inf
0.144548,Au bout du conte,AgnÃ¨s Jaoui|Jean-Pierre Bacri|Agathe Bonitzer|Arthur Dupont|ValÃ©rie Crouzet,AgnÃ¨s Jaoui,112,Comedy,Memento Films Distribution,2013-03-05,13,5.7,2013,0.0,0.0,March,3,spring,0.0,0.0
0.144297,Madonna: MDNA World Tour,Madonna,Danny Tull,120,Music,unknown,2013-06-22,10,7.0,2013,0.0,0.0,June,6,summer,0.0,0.0
0.044625,The Stranger Within,William Baldwin|Estella Warren|Sarah Butler|Katia Winter|Kim Bodnia,Adam Neutzsky-Wulff,90,Thriller|Mystery,Duckling A/S|Drama Deluxe,2013-05-01,14,4.4,2013,748826.682192339,0.0,May,5,spring,-748826.682192339,-inf
0.223581,Quai d'Orsay,Thierry Lhermitte|RaphaÃ«l Personnaz|Niels Arestrup|Bruno Raffaelli|Julie Gayet,Bertrand Tavernier,113,Comedy,Site 4 View Productions,2013-11-06,55,5.5,2013,4785027.77210957,0.0,November,11,autumn,-4785027.77210957,-inf
0.060833,The Wicked,Devon Werkheiser|Nicole Forester|Justin Deeley|Caitlin Carmichael|Cassie Keller,Peter Winther,105,Fantasy|Horror|Thriller,A. C. I. Films,2013-03-20,21,4.2,2013,748826.682192339,0.0,March,3,spring,-748826.682192339,-inf
0.14165,Cavemen,Skylar Astin|Alexis Knapp|Chad Michael Murray|Camilla Belle|Jason Patric,Herschel Faber,88,Comedy,unknown,2013-10-26,17,4.8,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.075294,Comedy Central Roast of James Franco,James Franco|Jonah Hill|Seth Rogen|Sarah Silverman|Andy Samberg,Joel Gallen,70,Comedy,Comedy Central,2013-09-02,20,6.5,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.14069,Shadow People,Dallas Roberts|Alison Eastwood|Anne Dudek|Mariah Bonner|Mattie Liptak,Matthew Arnold,89,Thriller,unknown,2013-03-17,19,5.2,2013,0.0,0.0,March,3,spring,0.0,0.0
0.139629,Prisoners of the Sun,John Rhys-Davies|David Charvet|Emily Holmes|Nick Moran|Joss Ackland,Roger Christian,85,Mystery|Action|Adventure|Horror,ME Completion|Cinemakers,2013-12-16,11,3.5,2013,16.8486003493276,0.0,December,12,winter,-16.8486003493276,-inf
0.139136999999999,Hellbenders,"Clancy Brown|Clifton Collins, Jr.|Andre Royo|Robyn Rikoon|Macon Blair",J.T. Petty,87,Horror|Comedy|Thriller,Off Hollywood Pictures|Ambush Entertainment|Circle of Confusion,2013-10-18,11,5.7,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.138832999999999,Dragonfyre,Rusty Joiner|Wesley John|Isaac C. Singleton Jr.|Maclain Nelson|Clare Niederpruem,Kohl Glass,97,Action|Adventure|Fantasy,Arrowstorm Entertainment,2013-09-25,17,3.9,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.138566,The Bell Witch Haunting,Cat Alter|Natalie Burtney|Drew Cash|Julia Cearley,Glenn Miller,91,Horror,The Asylum,2013-11-05,14,2.9,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.138365,Chariot,Anthony Montgomery|Ian Sinclair|Michelle Sherrill|Frederic Doss|Brina Palencia,Brad Osborne,94,Thriller|Drama,Mad Dimension,2013-07-15,12,5.5,2013,0.0,0.0,July,7,summer,0.0,0.0
0.071589,SAGA - Curse of the Shadow,Danielle Chuchran|Richard McWilliams|Paul D. Hunt|James C. Morris|Eve Mauro,John Lyde,100,Action|Fantasy|Adventure,Mainstay Productions|Arrowstorm Entertainment,2013-06-17,20,4.8,2013,0.0,0.0,June,6,summer,0.0,0.0
0.135765,Get a Horse!,Walt Disney|Marcellite Garner|Billy Bletcher|Will Ryan|Russi Taylor,Lauren MacMullan,6,Animation|Family,Walt Disney Animation Studios,2013-11-27,52,7.8,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.135633,Peeples,Craig Robinson|Kerry Washington|David Alan Grier|S. Epatha Merkerson|Tyler James Williams,Tina Gordon Chism,95,Comedy,34th Street Films|Homegrown Pictures,2013-05-09,18,6.1,2013,14.0405002911063,0.0,May,5,spring,-14.0405002911063,-inf
0.407065,We Steal Secrets: The Story of WikiLeaks,Julian Assange|Chelsea Manning|Heather Brooke|Alex Gibney|Robert Manne,Alex Gibney,127,Documentary,Universal Pictures|Universal Pictures International (UPI)|Jigsaw|Global Produce,2013-05-24,37,6.0,2013,0.0,563531.39175055,May,5,spring,563531.39175055,100.0
0.134512,Lego Batman: The Movie - DC Super Heroes Unite,Clancy Brown|Rob Paulsen|Brian Bloom|Laura Bailey|Troy Baker,Jon Burton,71,Animation|Adventure|Family,DC Comics|LEGO|The Lego Group|Warner Premiere Digital|Traveller's Tales,2013-05-20,52,6.2,2013,0.0,0.0,May,5,spring,0.0,0.0
0.134363,Muscle Shoals,Gregg Allman|Bono|Clarence Carter|Jimmy Cliff|Aretha Franklin,Greg 'Freddy' Camalier,111,Documentary|History|Music,unknown,2013-09-27,18,6.9,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.134357,The Contractor,Danny Trejo|Christina Cox|Brad Rowe|Taylor Spreitler|Arianne Zucker,Sean Olson,87,Crime|Drama|Thriller,Hybrid,2013-09-02,10,2.4,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.134168,The Frankenstein Theory,Kris Lemche|Joe Egender|Timothy V. Murphy|Eric Zuckerman,Andrew Weiner,87,Horror|Science Fiction,unknown,2013-03-01,16,4.6,2013,0.0,0.0,March,3,spring,0.0,0.0
0.133374,Ego,Martin WallstrÃ¶m|Mylaine Hedreul|Sissela Kyle|Peter Andersson,Lisa James Larsson,105,Drama,Filmlance International AB,2013-01-24,10,5.6,2013,0.0,0.0,January,1,winter,0.0,0.0
0.08732,As Cool as I Am,Sarah Bolger|Thomas Mann|James Marsden|Claire Danes|Seth Adkins,Max Mayer,92,Comedy|Drama,Identity Films|Wind Dancer Productions,2013-06-21,25,5.0,2013,0.0,0.0,June,6,summer,0.0,0.0
0.133006,Sunshine on Leith,George MacKay|Kevin Guthrie|Paul Brannigan|Peter Mullan|Jane Horrocks,Dexter Fletcher,100,Music|Romance|Comedy|Drama,DNA Films,2013-10-03,30,6.6,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.131561999999999,Lucky Them,Toni Collette|Thomas Haden Church|Oliver Platt|Ryan Eggold|Nina Arianda,Megan Griffiths,96,Drama,unknown,2013-09-06,11,5.0,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.131175,Mischief Night,Ally Walker|Noell Coet|Charlie O'Connell|Erica Leerhsen|Daniel Hugh Kelly,Richard Schenkman,87,Horror|Drama|Thriller,Lions Gate,2013-10-30,18,4.0,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.129819,Hansel and Gretel Get Baked,Molly C. Quinn|Michael Welch|Lara Flynn Boyle|Cary Elwes|Lochlyn Munro,Duane Journey,86,Horror|Comedy,Tribeca Productions,2013-02-19,48,4.9,2013,4212150.08733191,0.0,February,2,winter,-4212150.08733191,-inf
0.123869,The Makeover,Julia Stiles|Camryn Manheim|Frances Fisher|David Walton|Gary Galone,John Gray,85,Comedy,Hallmark Hall of Fame Productions,2013-01-26,16,5.4,2013,7488266.82192339,0.0,January,1,winter,-7488266.82192339,-inf
0.123435,iSteve,Justin Long|James Urbaniak|Michaela Watkins|Anthony Gioe|Steve Tom,Ryan Perez,79,Comedy,unknown,2013-04-14,15,4.9,2013,0.0,0.0,April,4,spring,0.0,0.0
0.139882,David Bowie: Five Years,David Bowie|Tony Visconti|Nile Rodgers|Brian Eno|Robert Fripp,Francis Whately,90,Music|Documentary,unknown,2013-05-25,12,7.1,2013,0.0,0.0,May,5,spring,0.0,0.0
0.118314,Birth of the Living Dead,George A. Romero,Rob Kuhns,76,Documentary,Predestinate Productions,2013-10-18,13,6.1,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.1162,Drift,Sam Worthington|Xavier Samuel|Lesley-Ann Brandt|Sean Keenan|Robyn Malcolm,Morgan O'Neill|Ben Nott,113,Drama,World Wide Productions,2013-07-23,45,5.6,2013,10296366.8801446,0.0,July,7,summer,-10296366.8801446,-inf
0.115346,The Haunting of Helena,Harriet MacMasters-Green|Sabrina Jolie Perez|Jarreth J. Merz|Matt Patresi|Matt Patresi,Christian Bisceglia|Ascanio Malgarini,87,Horror|Thriller,Rai Cinema|One More Pictures,2013-01-14,17,4.5,2013,0.0,0.0,January,1,winter,0.0,0.0
0.245457,At Middleton,Vera Farmiga|Andy GarcÃ­a|Taissa Farmiga|Spencer Lofranco|Nicholas Braun,Adam Rogers,101,Romance|Comedy,CineSon Entertainment|Look at the Moon Productions,2013-05-17,29,6.0,2013,2340083.38185106,0.0,May,5,spring,-2340083.38185106,-inf
0.113051,House of Versace,Gina Gershon|Enrico Colantoni|Yan England,Sara Sugarman,85,TV Movie,Lifetime Television,2013-10-04,11,6.0,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.039995,ìºì¹˜ë¯¸,Kim Ah-joong|Joo Won|Ju Jin-mo|Baek Do-bin|Bae Seong-Woo,HyeonJong Lee,115,Comedy|Romance,Lotte Entertainment,2013-12-18,13,6.6,2013,0.0,0.0,December,12,winter,0.0,0.0
0.111493,Nailbiter,Joicie Appell|Emily Boresow|Jason Coffman|Tom Conroy|Michelle Davidson,Patrick Rea,82,Horror,SenoReality Pictures|Ministry Machine Productions,2013-05-28,11,3.4,2013,0.0,0.0,May,5,spring,0.0,0.0
0.110783,Legenda No. 17,Danila Kozlovskiy|Oleg Menshikov|Vladimir Menshov|Roman Madyanov|Svetlana Ivanova,Nikolay Lebedev,134,Drama,Three T Productions|Studio Trite|VGTRK|Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK),2013-04-17,18,6.8,2013,7226177.48315607,0.0,April,4,spring,-7226177.48315607,-inf
0.110315,The Punk Singer,Kathleen Hanna|Adam Horovitz|Joan Jett|Jennifer Baumgardner|Johanna Fateman,Sini Anderson,80,Documentary,unknown,2013-11-29,20,7.3,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.109747,Molly Maxwell,Lola Tash|Charlie Carrick|Krista Bridges|Richard Clarkin|Brooke Palsson,Sara St. Onge,91,Drama,Canadian Film Centre (CFC),2013-01-06,12,5.8,2013,0.0,0.0,January,1,winter,0.0,0.0
0.109185,Home Sweet Home,Marty Adams|Shaun Benson|Meghan Heffern|Adam MacDonald,David Morley,80,Horror|Thriller,Mad Dimension|CountessFilms|Gearshift Films,2013-05-13,10,4.8,2013,0.0,0.0,May,5,spring,0.0,0.0
0.106489,C.O.G.,Jonathan Groff|Troian Bellisario|Corey Stoll|Dale Dickey|Dean Stockwell,Kyle Patrick Alvarez,92,Comedy|Drama,unknown,2013-09-20,29,5.2,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.043907,Aningaaq,Orto Ignatiussen|Lajla Lange|Maligiaq Fredeik|Lange Siegstad|Sandra Bullock,JonÃ¡s CuarÃ³n,7,Drama,unknown,2013-10-19,15,6.8,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.105401,Justin Bieber's Believe,Justin Bieber|Scooter Braun|Ryan Good|Usher Raymond|Pattie Mallette,Jon M. Chu,92,Documentary|Music,Open Road Films,2013-12-19,52,7.5,2013,0.0,0.0,December,12,winter,0.0,0.0
0.05438,"Guten Tag, RamÃ³n",Adriana Barraza|RÃ¼diger Evers|Hector Kotsifakis|Franziska Kruse|Arcelia RamÃ­rez,Jorge RamÃ­rez SuÃ¡rez,119,Drama,Eficine 226|Beanca Films|Fondo de InversiÃ³n y EstÃ­mulos al Cine (FIDECINE)|MPN Cologne Film 3,2013-10-18,11,8.4,2013,3744133.41096169,0.0,October,10,autumn,-3744133.41096169,-inf
0.099544,Snow Bride,Katrina Law|Patricia Richardson|Susie Abromeit|Jordan Belfi|Robert Curtis Brown,Bert Kish,85,Family|TV Movie,Johnson Production Group|The Hallmark Channel,2013-11-09,14,6.8,2013,0.0,0.0,November,11,autumn,0.0,0.0
0.154121,I'll Follow You Down,Gillian Anderson|Haley Joel Osment|Rufus Sewell|Victor Garber|Kiara Glasco,Richie Mehta,93,Science Fiction|Drama|Mystery,Telefilm Canada|Ontario Media Development Corporation (OMDC)|Harold Greenberg Fund|Resolute Films and Entertainment,2013-07-28,31,5.8,2013,0.0,0.0,July,7,summer,0.0,0.0
0.098585,Scooby-Doo! Stage Fright,Frank Welker|Matthew Lillard|Grey Griffin|Mindy Cohn|Isabella Acres,Victor Cook,75,Family|Adventure|Animation,unknown,2013-08-20,21,7.9,2013,0.0,0.0,August,8,summer,0.0,0.0
0.097506,Paranormal Whacktivity,Aneliese Roettger|Chanel Ryan|Melinda Y. Cohen|Stephanie Danielson|Brie Doffing,Roger Roth,89,Comedy|Horror,unknown,2013-07-24,11,3.8,2013,3369720.06986552,0.0,July,7,summer,-3369720.06986552,-inf
0.096909,Salinger,Philip Seymour Hoffman|Edward Norton|John Cusack|Tom Wolfe|Martin Sheen,Shane Salerno,120,Documentary,unknown,2013-09-06,16,5.9,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.096455,Amiche da morire,Claudia Gerini|Cristiana Capotondi|Sabrina Impacciatore|Vinicio Marchioni|Corrado Fortuna,Giorgia Farina,0,Romance|Crime|Comedy,unknown,2013-03-07,30,5.5,2013,0.0,0.0,March,3,spring,0.0,0.0
0.039953,Lights Out,Lotta Losten,David F. Sandberg,3,Horror,unknown,2013-12-01,28,7.1,2013,0.0,0.0,December,12,winter,0.0,0.0
0.213552,Girl Rising,Cate Blanchett|Priyanka Chopra|Selena Gomez|Anne Hathaway|Salma Hayek,Richard Robbins,101,Documentary,The Documentary Group|CNN Films|Vulcan Productions|Intel Corporation,2013-03-07,14,7.1,2013,0.0,0.0,March,3,spring,0.0,0.0
0.092901,Tim's Vermeer,Colin Blakemore|David Hockney|Tim Jenison|Penn Jillette|Martin Mull,Teller,80,Documentary,High Delft Pictures,2013-12-06,41,7.1,2013,0.0,0.0,December,12,winter,0.0,0.0
0.390247,Mystery Road,Aaron Pedersen|Hugo Weaving|Jack Thompson|Ryan Kwanten|Tony Barry,Ivan Sen,121,Thriller|Crime|Mystery,Screen Australia|Mystery Road Films,2013-06-05,22,6.1,2013,0.0,0.0,June,6,summer,0.0,0.0
0.091023,Deep Dark Canyon,Martin Starr|Michael Bowen|Greg Cipes|Matthew Lillard|Justine Bateman,Abe Levy|Silver Tree,90,Action|Drama|Thriller,Colorfast Pictures|Secret Identity Productions,2013-04-23,12,5.2,2013,0.0,0.0,April,4,spring,0.0,0.0
0.090458,Gori Tere Pyaar Mein,Kareena Kapoor|Imran Khan|Anupam Kher|Shraddha Kapoor|Nizhalgal Ravi,Punit Malhotra,150,Comedy|Romance,unknown,2013-11-22,15,6.6,2013,0.0,320123.406637225,November,11,autumn,320123.406637225,100.0
0.086723,Antarctica: A Year on Ice,Genevieve Bachman|William Brotman|Michael Christiansen|Tom Hamann|George Lampman,Anthony Powell,92,Drama|Adventure|Documentary,Antzworks,2013-09-05,16,7.1,2013,936033.352740424,0.0,September,9,autumn,-936033.352740424,-inf
0.085503,The Appearing,Will Wallace|Don Swayze|Dean Cain|Emily Brooks|Wolfgang Bodison,Daric Gates,92,Horror|Mystery|Thriller,KK Ranch Productions|Sean Robert Entertainment,2013-01-10,12,3.3,2013,936033.352740424,0.0,January,1,winter,-936033.352740424,-inf
0.08482,The Jeffrey Dahmer Files,Andrew Swant|Pamela Bass|Jeffrey Jentzen|Pat Kennedy,Chris James Thompson,76,Documentary,Good / Credit Productions,2013-02-15,12,5.9,2013,0.0,0.0,February,2,winter,0.0,0.0
0.083891,Coffee Town,Glenn Howerton|Steve Little|Ben Schwartz|Adrianne Palicki|Josh Groban,Brad Copeland,87,Comedy,unknown,2013-07-09,28,6.6,2013,0.0,0.0,July,7,summer,0.0,0.0
0.068614,Viaggio Sola,Margherita Buy|Stefano Accorsi|Fabrizia Sacchi|Gianmarco Tognazzi|Alessia Barela,Maria Sole Tognazzi,85,Drama,Ministero per i Beni e le AttivitÃ  Culturali|Augustus Color|Bianca Film,2013-04-24,17,5.4,2013,0.0,0.0,April,4,spring,0.0,0.0
0.060425,Les grandes ondes (Ã  l'ouest),ValÃ©rie Donzelli|Michel Vuillermoz|Patrick Lapp|Francisco Belard|Jean-StÃ©phane Bron,Lionel Baier,85,Comedy,Rita Productions|Les Films PellÃ©as|Filmes do Tejo|Bande a Part Films,2013-08-11,10,5.8,2013,0.0,0.0,August,8,summer,0.0,0.0
0.0626299999999999,Bo Burnham: what.,Bo Burnham,Christopher Storer|Bo Burnham,60,Comedy,unknown,2013-12-18,28,7.7,2013,0.0,0.0,December,12,winter,0.0,0.0
0.07905,Cutie and the Boxer,Noriko Shinohara|Ushio Shinohara,Zachary Heinzerling,81,Documentary,unknown,2013-08-16,20,7.3,2013,0.0,0.0,August,8,summer,0.0,0.0
0.145356,Neverlake,Daisy Keeping|Joy Tanner|Martin Kashirokov|Lisa Ruth Andreozzi|Alice Belardi,Riccardo Paoletti,86,Horror|Drama|Mystery,One More Pictures,2013-12-13,10,4.0,2013,217159.737835778,0.0,December,12,winter,-217159.737835778,-inf
0.141918,Crystal Lake Memories: The Complete History of Friday the 13th,Corey Feldman,Daniel Farrands,400,Documentary,Hutson Ranch Media,2013-09-13,10,6.9,2013,0.0,0.0,September,9,autumn,0.0,0.0
0.076717,Interior. Leather Bar.,James Franco|Val Lauren|Christian Patrick|Brad Roberge|Robbie Acklen,James Franco|Travis Mathews,60,Drama,RabbitBandini Productions,2013-01-18,15,5.3,2013,0.0,0.0,January,1,winter,0.0,0.0
0.0758669999999999,Home Run,Scott Elrod|Dorian Brown|Charles Henry Wyson|James Devoti|Nicole Leigh,David Boyd,114,Drama,Samuel Goldwyn|Provident Films,2013-04-19,19,6.5,2013,1123240.0232885,2678010.14285741,April,4,spring,1554770.11956891,58.05691676395168
0.075197,Jimi: All Is by My Side,AndrÃ© Benjamin|Hayley Atwell|Imogen Poots|Burn Gorman|Ruth Negga,John Ridley,118,Drama|Music,Darko Entertainment|Freeman Film|Subotica Entertainment,2013-09-08,40,5.3,2013,0.0,90.7952352158212,September,9,autumn,90.7952352158212,100.0
0.074251,Not Another Happy Ending,Karen Gillan|Stanley Weber|Iain De Caestecker|Henry Ian Cusick|Kate Dickie,John McKay,102,Romance|Comedy|Drama,Synchronicity Films|British Film Company,2013-10-11,20,6.0,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.072669,Djinn,Khalid Laith|Aiysha Hart|Razane Jammal,Tobe Hooper,85,Horror,Imagenation Abu Dhabi FZ|FilmWorks,2013-10-31,13,4.2,2013,0.0,0.0,October,10,autumn,0.0,0.0
0.350292,Bridegroom,Thomas Bridegroom|Shane Bitney Crone|Cindy Bitney|David Crone|Lizzy Mohl,Linda Bloodworth-Thomason,79,Documentary,unknown,2013-04-23,27,7.1,2013,0.0,0.0,April,4,spring,0.0,0.0
